,username,mediacount,followees,followers
3400,jafemiranda,5,6501,1870
3401,artfoundrandomly,7,200,17
3402,pedro.dnzz,2,293,380
3403,fatimatheflower,11,787,300
3404,call_me_hootan,0,791,686
3405,tuzin7x,0,190,1091
3406,biancibianca,9,322,154
3407,cristianguayta,0,308,186
3408,lostinjdh,11,4686,255
3409,yamazaki1973,52,169,50
3410,eudih_cunha,122,2106,2320
3411,rafaivk,1,602,870
3412,melissyd_,8,338,311
3413,_valdeirmelo,3,811,613
3414,matheus_cout0,25,2716,645
3415,matthewfoxaf,73,1977,1160
3416,kutlwip_,0,1340,936
3417,_ozlemgulhan,14,436,393
3418,vitor.nuns,0,455,1055
3419,blackslinwhitebd,87,30,42
3420,antunesga_,0,577,1042
3421,pqray,27,1554,1249
3422,_lumy_amnerance_,151,805,865
3423,_prateekarora,319,1010,1062
3424,vszoliveira,0,381,151
3425,vitordihugo,14,1173,569
3426,nick_patou,16,275,351
3427,arunbabu_27,12,983,464
3428,_sad_eem,13,466,240
3429,criss.vlnzl,0,219,71
3430,luvyallsus,28,80,56
3431,w2_alves,1,278,81
3432,jaolimas_,2,342,52
3433,almxcr,9,884,779
3434,vini_tsilva,0,1632,735
3435,vusalkhalilov__,0,104,6
3436,tori_fran,150,2866,1467
3437,nightmareoftheunknown,0,377,1
3438,danahtopia,40,392,740
3439,nightmare.nate,429,478,806
3440,__pedrohenrike,22,2713,303
3441,tcfiddy,70,503,313
3442,ahmed.maher.01,37,408,219
3443,pnp.jjj,3,846,1050
3444,melike_e_e,66,2271,672
3445,gonzo.gonzague,109,484,231
3446,baresdesaturno,0,127,0
3447,hugo_chierici,3,402,86
3448,ynssilgaz,71,1043,712
3449,emretell,10,277,231
3450,gerson.castro.54584,74,4021,1041
3451,irjtbdk,0,652,87
3452,atillalejandro,7,985,550
3453,vishal_5348_,71,968,775
3454,sndrmanipon,62,190,163
3455,mobina___soltaniiii,0,1200,151
3456,alsoknownasdrew,165,330,348
3457,chenso_21,20,325,816
3458,srhalv,4,176,178
3459,eylularslan,132,1074,1261
3460,hsszziq,0,63,7
3461,nigga.in.paris,1,521,486
3462,nacomancia,275,6460,1993
3463,j_costa7_,5,3203,417
3464,pezoner.argh,16,1236,121
3465,axthur.k,0,556,813
3466,opedrocastilho,18,1878,1878
3467,anis_yaacoub,5,507,943
3468,skanxhakr12,127,722,295
3469,nuili7,26,97,457
3470,deivid_oliveira16,0,1543,129
3471,_hxxrique,19,807,709
3472,can.ouk3,5,253,204
3473,icaromathias_,1,572,176
3474,shezad078,0,208,65
3475,richard_javier_juelz,183,605,218
3476,razvox,312,236,157
3477,mateussamon,6,1012,1604
3478,74.mastar,16,982,451
3479,barca_volfikova,8,642,658
3480,_ckantz,3,179,394
3481,ahmedmostafa6726,0,355,30
3482,joaomajoni,1,1133,464
3483,s4muzera,11,3352,1213
3484,anilian._,10,1099,1018
3485,caio._.sam,1,80,54
3486,lourenco11_,22,944,335
3487,naozumitomiyama,1203,838,194
3488,enzowardd,0,616,354
3489,i.archila,60,546,4143
3490,_lilli01_,1,59,146
3491,9xsta,2,2960,10605
3492,osamamohamed_15,23,486,226
3493,rcarms_fps,1,1218,437
3494,inaci0c_,18,587,865
3495,onni.koivuranta,0,387,77
3496,thehumbledoctor,68,545,333
3497,_yunglovin,3,1211,396
3498,paulanogareda,8,659,728
3499,pxdrnn,0,223,38
3500,s2gustavo__,2,980,471
3501,mellyuwuowo,9,5503,644
3502,hugoinglis,12,2930,805
3503,snb.iv,3,501,590
3504,bruassis33,38,454,400
3505,dilancanancelik,141,381,670
3506,aksiio,13,1251,1579
3507,melomatheush,12,549,474
3508,ed_juniior,55,921,458
3509,isguich0_silent,0,26,25
3510,ergindoganay,44,688,384
3511,boustil_yasser,42,2412,465
3512,_avr_all,64,223,412
3513,traviswitt22,231,1247,1279
3514,susieses,0,6873,224
3515,addit30,1,559,1095
3516,angell.044,2,283,243
3517,cheiipark,120,151,60
3518,___arr.ri__,31,2030,627
3519,riccardo.rovoletto,23,653,619
3520,kimsujong7,0,108,102
3521,lindaarojas_,30,547,1207
3522,milogomezzz,56,1008,337
3523,nifty50_banknifty_,10,105,965
3524,ifabi5,17,979,1825
3525,narokfernando,788,3471,1643
3526,anything_with_b,60,210,214
3527,audinaptr__22,7,1324,419
3528,alirh_,109,927,552
3529,tmophotos,893,280,4603
3530,k.reativ_e,41,159,46
3531,a.g.c.18,0,375,231
3532,sevdessamaki,0,675,504
3533,itzyfernandez,139,1052,5055
3534,joseherrera_11,81,504,857
3535,kajotass,517,429,356
3536,alpsofta,39,412,441
3537,yossy_salem,1101,3528,1237
3538,dianaalboresc,3,764,1038
3539,vic_cavalcante,155,788,745
3540,brijeshwari_11,21,785,188
3541,schankphoto,981,4707,1187
3542,trillshogun,108,607,186
3543,blacckiii_,23,156,85
3544,iaintyourboyfriend,0,2363,1277
3545,leah_in_paradiseno1,0,62,5
3546,fndz____,28,856,3978
3547,emrahtakis,2,259,280
3548,damlasenn,76,1472,1196
3549,ahmadijazx,0,1398,710
3550,sergiugabim,0,155,21
3551,reynoldsmax,0,339,263
3552,mawkusy,1,54,716
3553,shinichiosawa,82,1002,22690
3554,ahmetatiis,19,843,993
3555,dizzyboombayay,1750,893,307
3556,alaneduardo95,702,3248,1830
3557,ohmanthatsfuckedup,17,170,23
3558,lcm_hugo,0,341,286
3559,the_long_exposure,38,2632,761
3560,dextermayhew,53,672,466
3561,yannz0rz,9,410,110
3562,zzsakura,90,1489,1272
3563,_dalfonso,5,515,329
3564,myobmofosoab,18,819,6
3565,nosirit,133,110,21
3566,am.andine667,0,7,10
3567,rhalyandreii,4,484,538
3568,_melissaridente,22,4947,6238
3569,josh_espi_,0,881,291
3570,azmooniaquais,0,2,2
3571,jp.rivb,3,579,362
3572,yungvctr,0,189,101
3573,8mmanny,5,576,585
3574,062km,0,235,253
3575,ricaurte05,0,270,312
3576,pint.orazul,6,87,8
3577,loversanddemons,53,59,12
3578,bfieldsofdreams,3060,6068,1549
3579,b.outnam,0,1160,176
3580,matvampir0,77,920,370
3581,maroron.ichigo.brightwin,1,260,11
3582,asultan04,138,485,791
3583,jsn_0,1,29,15
3584,nabeelshahbaz96,0,90,91
3585,eliasbanares,112,595,519
3586,nthnrdt,21,220,178
3587,_jasmineblue_,29,434,370
3588,donsujeto,688,576,611
3589,ashleymmorton,316,3183,365
3590,jmespinosaaa,1,245,242
3591,gazthedon,14,956,3327
3592,sethteicher,862,2843,1465
3593,diegoduran93,42,762,594
3594,dimitri_sokolov58,130,5411,1476
3595,mauro.bustos,69,957,445
3596,boogeyman.tt,155,704,2754
3597,kimchi_mane,368,901,286
3598,gabriel_furlani,0,170,75
3599,thundernan,111,584,584
3600,zeffiechu,1,251,19
3601,chinas.ki,13,172,60
3602,da.esbo,4,611,412
3603,szkaylan,0,752,53
3604,ahmeedfawziii,26,357,242
3605,mwrt.jpg,0,328,554
3606,andres.alvarez5,1,675,217
3607,irockutah,353,1366,22168
3608,ruyays,0,368,369
3609,somaclub_,8,1291,1348
3610,dimasaudy,114,491,909
3611,everlongo,56,1216,621
3612,rediseno.mx,12,32,45
3613,nftwriter,0,72,63
3614,fcurielleidenz,296,917,703
3615,martinezalejandra__,0,66,129
3616,tobi_coria,29,1869,610
3617,jacbird_,242,1628,1112
3618,ii.237.ii,2,1123,522
3619,watza8025,10,638,133
3620,_gxmxzz_,15,443,324
3621,islamaktas98,102,964,1088
3622,2070future,144,229,259
3623,deryayiigitt,5,391,739
3624,gsmudan,6,417,79
3625,santiagotalvarez,26,544,543
3626,_orgescakolli_,2,334,833
3627,luna____moon___,0,248,132
3628,keeda_scully,1,76,79
3629,hoanavi,24,926,1003
3630,snxneith,0,287,166
3631,robbiebartolomeosucks,1629,1231,490
3632,_pautea_,0,254,121
3633,eliffyillmazturk,23,375,311
3634,umith6,15,291,786
3635,mateuszwilkowski,0,399,156
3636,spinning____,0,475,63
3637,fernando_andres19,0,310,303
3638,shaffragram,807,887,817
3639,_rcpm,3,133,127
3640,eugedelafuente,67,1078,1332
3641,haninmajdii,0,127,4488
3642,elenaperezabad,83,727,2350
3643,menem__salem,744,1949,691
3644,noemie.974,43,689,189
3645,khurramchughtai,10,429,256
3646,caaese,0,669,356
3647,josecares91,433,798,334
3648,bblanco_reluctante,1,263,52
3649,agarzons,6,2237,360
3650,dmrrrsinan,13,793,318
3651,unicornsdraw,1,305,208
3652,vocesdeinstaok,13,1566,45
3653,marcosramospaixao,1756,1115,248
3654,akinaayaz,127,741,3064
3655,_nidaakin,0,511,425
3656,aleja.magonz,0,866,61
3657,alexpalacios_p,36,955,303
3658,mervegunaydin3,9,302,295
3659,thegirltheguysandi,163,213,158
3660,agonft,11,955,118
3661,speedygonzales1000,48,5962,230
3662,rensoolariaga,93,1070,1575
3663,drewalpizar,65,342,240
3664,myakotina_c,110,468,728
3665,malik_almahmoudy,10,413,983
3666,serine.a.b,5,201,111
3667,macityorukk,4,997,674
3668,gulserencimentay,46,502,525
3669,matt_rvt,279,549,306
3670,edgaras_zievys,78,191,176
3671,duygubasoglu_,27,572,739
3672,lcrlne,0,195,76
3673,archilouurd,0,379,54
3674,elfkbkc,257,550,602
3675,punani_cakes,21,207,126
3676,michellechvz_,41,836,4983
3677,dima_jubilee,171,309,7882
3678,avv_li,0,310,6
3679,alexvamos_,22,530,400
3680,mstfy.lqrmwty,13,638,56
3681,straitupvibes,14,376,50
3682,vidhikvakharia,9,706,312
3683,skelet0ngurl,0,607,27
3684,seevgiyilmz,41,618,582
3685,teo_tsiolpi,3,651,404
3686,xxpeiox,0,481,148
3687,baysergen,45,1074,390
3688,ktn_bjn,17,671,328
3689,formulasun,180,1380,1461
3690,anlatmemo.dll,314,737,734
3691,emreckmak,305,975,622
3692,kahramann.ozgul,6,407,129
3693,yousraahmeddddd,1,409,189
3694,erhanozden,202,1363,792
3695,denizyenihayat,1422,562,631
3696,_helena_sus,5,457,371
3697,d_speziali,1,465,180
3698,san_armenta_6,23,208,94
3699,loore.egea,21,1258,799
3700,s4835634525253,0,202,0
3701,dariasalamida,133,1032,1080
3702,helenatsan,8,474,370
3703,rana4aa,0,51,50
3704,memories053,0,245,278
3705,alezolawrence,464,851,431
3706,motion_graphic_design_girl,4,1848,238
3707,ayy.kash,2,788,789
3708,__thisisnoor_,0,961,83
3709,aokarapinar,68,343,159
3710,jaaviimr,14,856,779
3711,emretopcu.jpg,0,64,47
3712,guintxr,0,386,101
3713,rick_deckard_84,15,501,29
3714,samaantthaaxo,11,638,260
3715,gilleboo,79,505,282
3716,mar_sanchezl,301,2130,755
3717,danaby420,0,148,6
3718,vforwhatever,1383,314,75
3719,georgevincent19,1036,2102,601
3720,matheus9rodrigues,0,214,172
3721,_bece__,16,834,179
3722,helenaa_xxy,4,320,291
3723,itsnotsabrina,106,2411,2785
3724,vvi.mo,0,59,9796
3725,mathildoonette,34,271,210
3726,tytygi,90,720,322
3727,criterya_q1,7,397,99
3728,marsattaxbob,7,232,62
3729,carbonemicaa,25,3521,676
3730,boat_tanakit2048,0,53,23
3731,antontkachuk,184,663,799
3732,ivalacvo,0,712,0
3733,eoisaqmsm,2,59,43
3734,sucveii,0,123,214
3735,temizzo,127,1048,469
3736,nikitakwski,848,944,990
3737,lizeth.a94,62,1947,842
3738,franperassi,24,942,935
3739,nico.bogado_,48,553,893
3740,yeoldehakan,1,267,213
3741,melanie.imhof,10,699,1395
3742,amaarmemon,22,753,461
3743,federica_laurino,20,582,239
3744,andrewdlenhart,1,149,143
3745,scherbatsky777,24,564,445
3746,kunaldahiya031,11,149,110
3747,azattww,0,39,126
3748,pityme13,0,1302,297
3749,_oriigin,0,2280,0
3750,a.golden.chickpea,27,918,2451
3751,artcloset_00,48,273,596
3752,lahiru.mihiranga.399,398,4254,340
3753,berkkaankaya,9,270,13477
3754,espacccio,11,1911,209
3755,sendkunefe,59,76,61
3756,zekisenell,44,645,1173
3757,edakanmaaz,30,492,308
3758,abx.y.z,77,1613,469
3759,suedaauyssall,0,317,324
3760,please2a_,4,434,1096
3761,anneheleneweber,5,413,1492
3762,alfaz_e_qalam,165,783,1261
3763,pblocabanillas,7,999,853
3764,julietha.t,142,417,282
3765,sufdemir,7,495,319
3766,duendedelcaos_,132,298,532
3767,jackuuuuuu,71,973,404
3768,khanconcarne,2,240,109
3769,rachvismale,646,1214,799
3770,yigitenesmaden,7,716,762
3771,aiden.acosta,0,177,802
3772,myfly_90,0,825,98
3773,miseriavisual,40,103,40
3774,ascpi,12,747,92
3775,aronsg,566,505,335
3776,manaz.pr,105,1465,2975
3777,irkinberk,53,62,52
3778,eeencrispada,35,26,0
3779,metenincarligi,15,321,267
3780,mr.ffg,0,831,1152
3781,asuyazz,0,122,80
3782,gizdogru,9,573,336
3783,pakamol_512,2,299,174
3784,fgvg08,2,125,92
3785,rablavk,36,192,390
3786,dvoidoffunk,12,94,7084
3787,farinthebluesky,0,15,11
3788,pinkymains,4,48,51
3789,rhinecone,95,547,318
3790,comentarionerd,1932,1004,11588
3791,de_la_rocha_,450,2150,316
3792,mohamed.mhmoud20,44,274,11914
3793,luchxlandia,138,1527,570
3794,apiefotografia,19,166,74
3795,nimadadvand,39,316,12427
3796,plasterio,0,75,48
3797,lucianomontenegro_md,27,1001,276
3798,saboresmendocinoss,17,852,856
3799,ft.aleex_,3,605,581
3800,tb.dim,4,65,37
3801,_mrjayjay2020,569,6496,741
3802,dunyasshkaa,3,233,97
3803,semih.cavuslar,10,415,502
3804,delaorden_,0,423,583
3805,alfredolujambio,213,2238,640
3806,notorioushomme,116,469,45
3807,amir.akci,145,1798,665
3808,alextienda3,0,485,569
3809,urban_kamo,8,2556,1707
3810,ershielle,0,504,246
3811,gogolagag,0,195,50
3812,shoaibazeeem,159,235,249
3813,migonguilherme,188,1320,1775
3814,kerem_demirtas,6,521,819
3815,fulyaakbaba,0,421,421
3816,justaliii,7,38,68
3817,vinim4rtins,3,162,303
3818,yasminayme,310,888,2284
3819,joacoforte,46,1096,694
3820,gatien1,3,969,248
3821,angielontt,6,478,1092
3822,pouria_t,176,1393,1245
3823,phergoshop,24,137,122
3824,funixstripe,33,204,109
3825,mustafa.alzagha,69,28,499
3826,_oliverhay,77,476,793
3827,rii315,1,376,269
3828,alicagan1905,2,484,561
3829,shahashlabs,6,3,3
3830,fgordillo,656,1417,1090
3831,f.zubeldia,259,208,442
3832,nyctophile__23,0,1331,56
3833,azra_taskiranlar,0,950,1449
3834,sinisicuxx,18,627,1474
3835,adilbirak,0,75,42
3836,van_hitstone,33,1493,971
3837,gkm000,185,456,247
3838,fkonak33,10,561,606
3839,notliamgould,1,29,14
3840,04_irakusariru,0,67,51
3841,boby_1a,3,24,14
3842,yarenarslln,1,472,474
3843,breno.santos278,1,288,58
3844,suy_kang,176,527,319
3845,nutlapenyez,3,107,129
3846,gabriel.pv__312,138,7148,881
3847,berkosel17,0,1037,144
3848,yarendurmaaz,3,296,361
3849,luciacabm,8,264,331
3850,nachcoconut,98,261,189
3851,josh.price15,62,841,910
3852,zohre_ahaninjan,0,1820,53
3853,karthik.suvarna_,32,333,279
3854,saifullahch,0,714,697
3855,lukaszguziewicz,1,126,66
3856,stefanhamiga,3,453,53
3857,ev3rlasting,229,185,128
3858,erdisayginn,2,392,285
3859,djfurth,497,1532,1710
3860,marvin.rcd,7,821,625
3861,__mtpt_,4,1489,721
3862,haruna.tasdemir,3,31,20
3863,ozn.aks,122,777,819
3864,omw.dex,9,376,850
3865,3wan.c,4,509,219
3866,d55ns,80,107,13389
3867,kaanldnz,15,615,747
3868,smile_goodday,308,378,154
3869,ow3py,0,506,167
3870,knnblgs,50,590,1052
3871,anthonyrkennedy,369,704,293
3872,aom_sno,239,363,382
3873,zemejd,9,265,66
3874,saravuth_son,0,178,119
3875,millenialph,1,219,17
3876,friggie_smalls,110,731,402
3877,rlgandrea,3,622,1217
3878,ktternovykh,71,198,892
3879,jeanmanuel15,298,4664,1776
3880,abqdeo,2,186,7
3881,_rate_lamp_,63,254,52
3882,trivial.pursuitt,790,268,522
3883,sdrgn.ig,13,169,67
3884,yunusemresonmez1,16,230,388
3885,martyhungerford,616,158,201
3886,hadeelmahajnehh,2,943,297
3887,yianniskatsis,43,499,357
3888,gaetaannn,1,131,141
3889,un_papa_pidata,152,4852,564
3890,rudrankbasant,2,528,403
3891,igo.alz,3,353,158
3892,art_mkl,351,141,55
3893,partynextdoor.14,0,6590,448
3894,itschelseajoy,123,246,4502
3895,mtn_070,1,3374,312
3896,ekagfx,3,478,447
3897,3rhu,0,179,3
3898,arno.tanguy,50,383,131
3899,awrongblonde,0,458,0
3900,javi_aranda8_20,6,720,133
3901,romaincorbun,12,700,118
3902,chandler_jeffery,11,287,488
3903,alcottenathan,80,652,449
3904,anildigital,1257,359,185
3905,gioddess,0,525,19
3906,amansachinkujur,139,1380,1034
3907,pstokes5,290,880,1132
3908,milano_observed,241,873,488
3909,plecosweet,2,7,2
3910,__michaelconway__,2,260,152
3911,hriday__p,0,416,260
3912,marvin_lep,44,336,466
3913,feyzacllk,0,311,164
3914,hooju_09021,0,27,0
3915,adeetoledano,50,942,542
3916,rvnlkn,89,2128,244
3917,johnpot_b,1454,550,494
3918,ecaliiskan,3,86,74
3919,januarenp_,12,319,397
3920,rodr1goj,0,113,5
3921,_angel_arturo,0,1185,335
3922,cigaretsaftersexx,113,99,103
3923,_saber.hosseini,7,374,180
3924,1nayyyy,0,572,211
3925,srcaxopa,23,285,119
3926,penghuni.bimasakti,14,50,45
3927,jaidn.7,13,1593,488
3928,notdan___,0,152,12
3929,alperyrr,16,575,572
3930,hrc.751,1,130,51
3931,erdal_eren11,3,179,77
3932,gfhj356,0,13,0
3933,devosh_007,0,65,16
3934,memo_cruzv,6,215,241
3935,imserkanakgun,37,214,145
3936,emilianolara_,10,508,855
3937,christian_esterly,9,109,162
3938,diegocerdan,40,148,151
3939,diplomatic.lp,4,22,2
3940,sjssjkssa,4,278,192
3941,adriansdesignstudio,8,1148,599
3942,whitedolphinmedia,201,284,8234
3943,cocteau_c,35,198,10
3944,andrew.chiniakov,132,129,648
3945,asante.rafiki,5,334,37
3946,behkhengaik,293,287,183
3947,igoris,468,292,468
3948,saucyrahimi,0,259,301
3949,ongaloid,142,1146,506
3950,william_duer,79,102,27
3951,deanbrand,24,550,404
3952,leothdr,161,767,479
3953,pwdro.b,11,243,163
3954,ginger.kid,25,744,1033
3955,arashock,98,666,339
3956,mweekt,10,503,61
3957,lazargram_52v2,0,1114,127
3958,tuneintoblack,3,100,68
3959,imoan1nonly,90,827,182
3960,kunierahmaawth,46,51,125
3961,_romanovna.n,48,416,1206
3962,camilleaccard,16,239,110
3963,carloscreus,349,1538,524
3964,teamhaye5,47,573,100
3965,mariamemijezt,1,1113,445
3966,_maysa_a_,0,729,898
3967,jlpz876,0,272,80
3968,gi.tau_p,5,343,103
3969,jose__lx,3,272,93
3970,enrique_casablancas,49,2550,563
3971,markycminus,9,231,65
3972,mehde.rb,7,962,233
3973,nikolagrunev,14,197,124
3974,theboirapha,0,27,0
3975,chibidaniel,59,700,698
3976,aidan.carrolll,27,1315,1466
3977,connorstapp,49,549,279
3978,gerardsellsla,21,305,196
3979,shawtysayheyy,8,105,154
3980,dab.deez.nutz,7,69,57
3981,alialrahma_,30,1208,536
3982,scmarco_,20,1159,905
3983,javier.lm1,16,2179,839
3984,harshthings,186,157,94
3985,bugeacae,53,836,81
3986,robsilvansson,74,488,122
3987,ernestocisnerosmusic,172,1805,1451
3988,alek1zo,269,4807,1078
3989,andershallen,31,375,214
3990,_chillbro36,0,120,40
3991,ammaramistricofficial,1769,1939,7079
3992,kevinogert,46,919,905
3993,lautarosilvano,18,712,391
3994,ehsaan.frq.pv,14,109,45
3995,smokingtoprak,1,303,32
3996,where_gat,0,21,3
3997,_fatiazakirah,0,574,905
3998,khah_ning,0,17,143
3999,iguebear,6,888,1025
4000,lyben_0,0,433,140
4001,so_um_ya_,3,1210,1622
4002,const_go,297,1002,72
4003,zavionreese,3,783,1168
4004,kimquangn,269,410,275
4005,nayabay,177,1300,656
4006,properticorp,88,1172,263
4007,pangke755,0,19,3
4008,dennisdimovski,118,556,491
4009,hessed.29,11,1177,599
4010,brandonyamilcruz,35,2276,2795
4011,saltthepain,1,67,11
4012,anoop_madhavan,61,184,153
4013,nhunguyet2513,0,243,24
4014,juanmarrocchi,31,949,277
4015,bhalalansh,0,123,129
4016,iam.shinoy,1,815,1689
4017,jigsaw_cthulhu,20,173,39
4018,doug_ford_realestate,260,568,865
4019,jxjxg22,0,322,602
4020,c_burr1280,0,712,494
4021,kantira_pkl,4,608,154
4022,zeitroc,161,881,181
4023,jnpwalsh,413,1056,605
4024,praveenvanan01,0,48,9
4025,emiliano.rs28,81,945,58
4026,backhenerhan,5,329,10562
4027,paolamtn,8,290,361
4028,brennger_,14,424,156
4029,ahnjuns,6,149,69
4030,biw_13021,1,645,128
4031,tristan.sharma,0,398,319
4032,marioabel96,3,538,505
4033,mohamedaali98,0,1630,1216
4034,clarksvisions,462,770,1923
4035,erecg___,276,569,681
4036,brandonhxrr,11,279,437
4037,omgmarrie,691,888,628
4038,abdelrahmanabnr,53,772,582
4039,heytherepakistan,130,3385,860
4040,eritislongus,419,216,52
4041,youssefhf_,94,907,597
4042,patmllr27,904,1102,621
4043,solbayarres,97,850,1555
4044,raouche_matthew,0,389,16
4045,formidablepigeon,17,114,117
4046,itslanceslide,103,1308,1415
4047,nico.toews,101,117,77
4048,gvptr,1,165,259
4049,alp_aliergun,10,262,237
4050,robin.pok,2,263,160
4051,mo_d35,0,191,118
4052,i_cxu,116,14,35
4053,adondelante,2484,2049,913
4054,aliisirma,5,170,148
4055,albertodiazz7,13,2918,627
4056,mayokedance,6012,1424,708
4057,maaaaartinnnnnn_,12,11,1
4058,sarunohergo,0,2209,151
4059,lilibethcedeno41,6,1189,128
4060,x.madeline.o,29,515,788
4061,sbravo19,16,337,299
4062,bantalo,144,928,949
4063,_n.o_b.o_d.y,407,590,219
4064,nouxnoux,1992,721,9697
4065,guzmnt,158,1641,1065
4066,hamzahasif1,1,135,106
4067,vantoever,117,278,211
4068,rasec_adrian06,101,1147,1172
4069,hannahrespito,0,145,33
4070,flaviana__,195,1345,996
4071,alinaurel____,0,880,1038
4072,decbax_,2,196,74
4073,agsjhdasfg,0,350,0
4074,hicham.douch,60,528,154
4075,sukruorcun,135,1413,544
4076,tthosaengmu,0,247,34
4077,bycabada,4,740,268
4078,yarenaltnnk,10,481,581
4079,ranamandor,1,754,295
4080,_valerialugo,25,392,1269
4081,shakenpeanuts,17,443,230
4082,_flrndgst,11,461,90
4083,mohamed_eissa2004,0,193,184
4084,ks8848,344,607,604
4085,lisa.palomba,0,445,129
4086,marianalgr,17,370,1753
4087,itsme.sevin,6,1443,3449
4088,hlonikhosi,174,1277,603
4089,1_tumtum,6,426,681
4090,citlaliirz,3,618,684
4091,erencanerdogann,33,415,671
4092,jfpalma7,80,1009,285
4093,axel.borrego,0,297,486
4094,jakiiy.3,3,151,14
4095,bigvalleyphotos,61,145,131
4096,pato.dbwrt,1,879,775
4097,taylorrreliseee,219,682,760
4098,tritozooor,3,189,84
4099,favianars,6,799,966
4100,debsrgs,6,995,873
4101,gwenn_drd,14,836,212
4102,sergiobc1424,45,3933,6241
4103,sezeerinho,25,765,721
4104,martinnnn.f,3,188,507
4105,fernalder,48,253,94
4106,duygu.vein,0,451,1184
4107,campiricam,26,74,17252
4108,cematalay10,5,405,571
4109,_red_ct,0,20,7
4110,rania_m4,82,245,183
4111,_flexup.clipz_,762,692,1861
4112,er.binam,18,831,247
4113,ihatesingers,1,224,10072
4114,dina_hn7,7,549,525
4115,buketeray,13,310,356
4116,com0l0kko,0,123,0
4117,obscuresama,38,920,3444
4118,aniilgin,9,742,655
4119,mari.spinola,81,1734,294
4120,burakksarudas,16,385,626
4121,uninoumiso,63,450,160
4122,glorhea_,67,567,554
4123,mlag9521,80,132,53
4124,christina_muenning,136,941,413
4125,jar_a_a,3,1053,86
4126,asvetobwbefore,0,47,2
4127,a_161378,0,368,33
4128,uriel_high,221,875,481
4129,blakerowe.2,0,17,4
4130,gellincikk,4,347,318
4131,tolueing,16,1838,924
4132,ihntw,62,80,31
4133,gelannx,0,141,1
4134,vj.3design,528,1888,4955
4135,marco_scotese_,71,2067,876
4136,king_arcelain,1,204,55
4137,redademr1,0,182,0
4138,_____5.55______,69,1464,315
4139,urxngxw.c,4,212,300
4140,aomkanyarat_31,16,792,159
4141,camilicita,154,2095,1430
4142,bea__rossi,349,960,943
4143,tiggiy4,2,238,9
4144,ariadnaintramagic,111,772,714
4145,itz_saja_19,1,43,6
4146,mircodz,0,70,49
4147,nvkostov,0,68,5
4148,shinmangulabnan,48,789,1018
4149,chrisay_music,19,153,1319
4150,roo_ji_ta,45,598,1046
4151,altancet,21,591,344
4152,totally_not_speedy,2,137,6
4153,yareenunsall,31,448,292
4154,m1s3n,34,1738,951
4155,chillcoinhyphaex,271,381,356
4156,tomilperez,9,368,1030
4157,klinnii,147,210,92
4158,storyy2243,12,48,12
4159,widderlvis,998,945,362
4160,goldperil,57,823,1089
4161,thealphonsus,343,3811,21560
4162,nicayza,4,173,395
4163,sedefssiii,98,642,2840
4164,rhimcclure,51,772,299
4165,naturalbornvlogger,60,441,339
4166,givenellis,0,50,0
4167,sengul3201,0,265,240
4168,fckstwp,157,280,69
4169,jimmyshillingford,3,734,1125
4170,alice_maset,227,302,173
4171,liz.gonzalezkriger,1194,480,575
4172,rjbadger,279,1465,693
4173,lanzmyr,113,892,1027
4174,agustinacarrea,24,584,2482
4175,scaryandtrippy,3,1085,210
4176,rustbeeirl,4,157,147
4177,aylinficicioglu,9,352,463
4178,ali.xandri,5,419,459
4179,drlnrmll,32,610,615
4180,gjones_flash,58,603,607
4181,jkc3978,34,58,38
4182,julianpaulfb,16,230,139
4183,dastan_w_,0,122,70
4184,l6ftl,0,256,78
4185,tristempete,295,908,601
4186,mivalz,60,668,655
4187,simpykiiid,0,23,581
4188,flexibo,9,1236,593
4189,kaixous,1605,1890,374
4190,newbutoldage,0,42,74
4191,david_dunkel,166,525,409
4192,humeyrabilgin_,0,498,164
4193,aadrian_137,9,511,1251
4194,juno_xxi,54,2914,1119
4195,sitaaaa_god_,10,2979,398
4196,lidiakreuz,88,765,452
4197,yxngbangs,3,459,439
4198,mishtigram,84,255,148
4199,abr_775,236,1273,0
4200,clementlule,153,351,1375
4201,ozgurwyn,1,119,113
4202,fix_navoneel,12,366,182
4203,sleepyegg16,2,59,13
4204,archlaire101,6,295,28
4205,boniecore,0,1114,11
4206,_dermansende,3,94,16
4207,verafan10,519,687,61
4208,victormanuel.pont,11,317,216
4209,vertigoinyourmind,1237,408,1005
4210,14.3.50,0,129,7
4211,luismiquelgonzalez,273,438,291
4212,_yaseminq_,0,183,21
4213,s.o14_,0,375,429
4214,p_o_p_o91,0,338,12
4215,paya.22,43,1743,12180
4216,bartucelik__,1,9,6
4217,instadand,100,386,84
4218,aqua_keh,1,1351,0
4219,panzaflaca,80,264,100
4220,canto_do_lobo,184,5894,6623
4221,nopal_qs,39,618,202
4222,katarpana_anisha,60,166,98
4223,danieljmmarshall,141,899,1328
4224,artestipite,14,264,136
4225,roshanayansar6,0,73,37
4226,ahmd.mov,3,16,17
4227,lense__poetry,52,89,44
4228,nxcho_zfg,5,259,242
4229,sassan_irani,0,652,37
4230,lootvikh,70,329,133
4231,neonmojave,136,704,2255
4232,aguslicoff,23,760,256
4233,nini10021995,0,60,30
4234,shruti.ag_,17,355,454
4235,alyk_amirey,36,715,86
4236,alaa_abd_el_bast,139,2450,442
4237,adam_yankes,4,198,157
4238,red4aa.jr,0,431,2918
